NOME	TELEFONE	UF	EMAIL	WEB
KOCH TAVARES	(11) 2125.8500	SP	contato@kochtavares.com.br	http://www.kochtavares.com.br
KS	(21) 2256.4177	RJ	ks@kseventos.com.br	http://www.kseventos.com.br
KSR EVENTOS	(11) 2714.1650	SP	sac@ksreventos.com.br	http://www.ksreventos.com.br
L NEVES	(16) 3618.5600	SP	lneves@lneves.com.br	http://www.lneves.com.br
LAMIR	(21) 3329.9070	RJ	eventos@lamir.com.br	http://www.lamir.com.br
LÂMPADA COMUNICAÇÃO	(11) 3816.8008	SP	lutti@lampadacomunicacao.com.br	http://www.lampadacomunicacao.com.br
LARRAT MARKETING PROMOCIONAL	(21) 3485.1000	RJ	larrat@larrat.com.br	http://www.larrat.com.br
LATINA PROMO	(91) 3259.4577	PA	mariana@latinapromo.com.br	http://www.metropolitaeventos.net.br
LC EVENTOS	(11) 3798.3260	SP	lcrodrigueseventos@terra.com.br	http://www.lcrodrigueseventos.com.br
LG VENTURA	(21) 2509.5520	RJ	secretaria@lgventura.com.br	http://www.lgventura.com.br
LGGF COMUNICAÇÃO E MARKETING	(11) 99742.5356	SP	luly@luly.com	http://www.lggf.com.br
LH EVENTOS	(11) 2093.2229	SP	lhassessoria@terra.com.br	http://www.lheventos.com.br
LILITOUR	(11) 3645.0682	SP	moreiraeli@terra.com.br	http://
LINHA MESTRA EVENTOS	(51) 3337.5977	RS	linhamestra@linhamestra.com.br	http://www.linhamestra.com.br
LIZ PROMO	(71) 3012.7419	BA	danuzia@lizpromo.com.br	http://www.lizpromo.com.br
LU COMUNICAÇÃO	(11) 3791.5378	SP	lu.comunicacao@uol.com.br	http://www.lucomunicacao.com.br
LYRIUM EVENTOS	(31) 3342.3888	MG	lyrium@lyrium.com.br	http://www.lyrium.com.br
L’ÉQUIPE PROMOÇÕES & EVENTOS	(15) 3234.6700	SP	priscilla@agencialequipe.com.br	http://www.agencialequipe.com.br
MAGIC PUBLICIDADE	(92) 3644.6304	AM	midia@magicpublicidade.com.br	http://www.magicpublicidade.com.br
MAIANGA PUBLICIDADE E PROMOÇÕES	(71) 3616.3250	BA	valeria@maianga.com.br	http://www.maianga.com.br
MALU LOSSO EVENTOS	(11) 3865.5354	SP	diretoria2@malulosso.com.br	http://www.malulosso.com.br
MARCELO JORGE.COM	(87) 3761.1500	PE	recepcao@marcelojorge.com	http://www.marcelojorge.com
MARCELO SAMPAIO	(11) 3021.0116	SP	marcelo@marcelosampaio.com	http://www.marcelosampaio.com
MÁRCIA BRANCO		SP	mb@marciabranco.com.br	http://www.marciabranco.com.br
MARK UP	(11) 2192.8224	SP	contato@markup.com.br	http://www.markup.com.br
MARKA GRUPO	(11) 3170.4435	SP	mauricio@markagrupo.com.br	http://www.markagrupo.com.br
MARKETING MAIS BUSINESS	(51) 9912.8746	RS	adriane@marketingbusiness.com.br	http://www.marketingbusiness.com.br
MARKETING VISION	(21) 2220.0373	RJ	michael@marketingvision.com.br	http://www.marketingvision.com.br
MARKETING18 MÍDIAS ALTERNATIVAS	(11) 3641.1018	SP	atendimento@marketing18.com.br	http://www.marketing18.com.br
MARPROM	(51) 3235.4400	RS	empresarial6@marprom.com.br	http://www.marprom.com.br
MC4 BRAND XPERIENCE	(41) 3029.1814	PR	contato@mc4x.com.br	http://www.mc4x.com.br
MCI BRASIL	(21)2286.2846	RJ	jzbrasil@jzbrasil.com	http://www.mci-group.com
MCM BRAND EXPERIENCE	(11) 3663.3906	SP	mcm@mcm.br.com	http://www.mcm.br.com
MEGA BRASIL COMUNICAÇÃO	(11) 5576.5600	SP	contato@megabrasil.com.br	http://www.megabrasil.com.br
MEGA SHARE	(11) 3873.5474	SP	megashare@megashare.com.br	http://www.megashare.com.br
MEGACOMUNIC	(11) 4331.1892	SP	atendimento@megacomunic.com.br	http://www.megacomunic.com.br
MEMORIES	(11) 2199.2299	SP	gilberto@memories.com.br	http://www.memories.com.br
MENSAGEM & CIA EVENTOS	(11) 3887.8954	SP	mensagem@mensagemecia.com.br	http://www.mensagemecia.com.br
MF PROMOÇÕES	(11) 3073.0939	SP	mfpromocoes@terra.com.br	http://
MG EVENTOS	(11) 3826.6570	SP	mguerreiro@eventosmg.com.br	http://www.eventosmg.com.br
MILL PUBLICITÁ	(11) 3670.5555	SP	millpublicita@millpublicita.com.br	http://www.millpublicita.com.br
MINDSON COMUNICAÇÃO	(11) 3034.4355	SP	mindson@mindson.com.br	http://www.mindson.com.br
MK10	(11) 3345.1055	SP	mk10@mk10.com.br	http://www.mk10.com.br
MNEMONIK COMUNICAÇÃO INTEGRADA	(11) 5052.9407	SP	carla@mnemonik.com.br	http://www.mnemonik.com.br
MODERN MARKETING	(11) 3672.8344	SP	ricardo@modernmarketing.com.br	http://www.modernmarketing.com.br
MOMENTUM	(11) 3595.1500	SP	deborah.deus@momentumww.com	http://www.momentumww.com.br
MONTARTE	(11) 4128.1222	SP	richard@montarteeventos.com.br	http://ww.montarteeventos.com.br
MOOD	(11) 3095.3999	SP	contato@agenciamood.com.br	http://www.agenciamood.com.br
MOTIVARE	(11) 2193.6688	SP	motivare@motivare.com.br	http://www.motivare.com.br
MOV3 ENTRETENIMENTO	(31) 2510.1084	MG	projetos@mov3.com.br	http://http://www.mov3.com.br/
MPLUS FULL MARKETING	(11) 4191.9202	SP	mleduc@mplusfullmkt.com.br	http://www.mplusfullmkt.com.br
MR PROMOÇÕES E EVENTOS	(11) 2135.0666	SP	mr@mrpromocoes.com.br	http://www.mrpromocoes.com.br
MULT PROMO EVENTOS	(11) 5594.8049	SP	multpromo@multpromo.com.br	http://www.multpromo.com.br
MUST MARKETING	(11) 3643.1433	SP	must@mustmarketing.com.br	http://www.mustmarketing.com.br
MVL COMUNICAÇÃO	(11) 3529.3777	SP	contato@mvl.com.br	http://www.mvl.com.br
N&N MARKETING	(16) 3624.2131	SP	norton@nnmarketing.com.br	http://www.nnmarketing.com.br
NEW PROMOTION	(11) 5186.8400	SP	rosana@newpromotion.com.br	http://www.newpromotion.com.br
NEWS COMUNICAÇÃO	(83) 3221.8829	PB	esnews@terra.com.br	http://www.newscomunicacao.com.br
NOUVEAU PROMOÇÕES	(31) 2128.5500	MG	nouveau@nouveaupromocoes.com.br	http://www.nouveaupromocoes.com.br
NOVA PUBLICIDADE	(21) 2217.9797	RJ	anuncios@novapublicidade.com.br	http://www.novapublicidade.com.br
O MELHOR DA VIDA	(11) 3588.0757	SP	atendimento@omelhordavida.com.br	http://www.omelhordavida.com.br
OC PROMO	(41) 3029.8303	PR	contato@ocpromo.com.br	http://www.ocpromo.com.br
OFFICE BRASIL - GESTÃO DE EVENTOS	(11) 3168.6425	SP	officebrasil@officebrasil.com	http://www.officebrasil.com
OFFICE SHOPPING	(11) 3889.0333	SP	paulotarso@officeshopping.com.br	http://www.officeshopping.com.br
OFICINA36 - AGÊNCIA E PRODUTORA DE COMUNICAÇÃO	(13) 3877.3100	SP	atendimento@oficina36.com.br	http://www.oficina36.com.br
OIDÊ COMUNICAÇÕES	(11) 5080.3720	SP	francesca.moreno@oide.net.br	http://www.oide.com.br
ONZE MC	(11) 3092.1111	SP	onzemc@onzemc.com.br	http://www.onzemc.com.br
OPÇÃO MKT PROMOCIONAL	(11) 3097.3030	SP	recepcao@opcaox.com.br	http://www.opcaox.com.br
ORIGEM COMUNICAÇÃO	(48) 3357.1821	SC	origemcomunicacao.sc@gmail.com	http://www.origemcomunicacao.com
ORTOGRAF	(11) 2941.9716	SP	ortograf@ortograf.com.br	http://www.ortograf.com.br
OUT PROMO	(11) 3305.6252	SP	mauricio@outpromo.com.br	http://www.outpromo.com.br
P7 PROMO	(61) 3322.4111	GO	irineu@p7promo.com.br	http://www.p7promo.com.br
PAC/PROMMOS AGÊ	(11) 3386.3740	SP	elaine@pacprommos.com.br	http://www.pacprommosage.com.br
PALMA DE PAULA EVENTOS E DECORAÇÕES	(11) 3834.4276	SP	palmadepaula@palmadepaula.com.br	http://www.palmadepaula.com.br
PERFIL BRASIL	(11) 5591.6250	SP	cassia@perfilbrasil.com.br	http://www.perfilbrasil.com.br
PERSONAL PRESS	(11) 5188.8600	SP	personal@personalpress.com.br	http://www.personalpress.com.br
PLANET EVENTS	(11) 3141.0707	SP	planetevents@gt5.com.br	http://www.gt5.com.br
PLANO TRIO	(11) 5503.6517	SP	planotrio@planotrio.com.br	http://www.planotrio.com.br
PLANO1	(11) 3531.4900	SP	plano1@plano1.com.br	http://www.plano1.com.br
PLAYCORP	(11) 3674.9411	SP	playcorp@playcorp.com.br	http://www.playcorp.com.br
PLAYTWO ADVERTAINMENT	(11) 5507.4646	SP	paula@srsgp.com.br	http://www.srsgp.com.br
PLENARIUM	(51) 3311.2578	RS	plenarium@terra.com.br	http://www.plenariumcongressos.com.br
PLENARTE COMUNICAÇÃO E EDITORA	(11) 3538.0400	SP	unitpress@unitpress.com.br	http://www.unitpress.com.br
PLUG	(11) 3661.5008	SP	info@plug.com.br	http://www.plug.com.br
PLURAL MARKETING PROMOCIONAL	(71) 3025.5900	BA	plural@pluralpromo.com.br	http://www.pluralpromo.com.br
POLY PROMOÇÕES E EVENTOS	(62) 3285.3899	GO	polypromocoes@terra.com.br	http://
PONTO DE CRIAÇÃO	(11) 2196.4700	SP	marcelo@pontodecriacao.com.br	http://www.pontodecriacao.com.br
PONTO DE VISTA	(71) 3334.3277	BA	ponto_de_vista@terra.com.br	http://
POOL COMUNICAÇÃO	(34) 3235.7408	MG	humberto@poolcomunicacao.com.br	http://www.poolcomunicacao.com.br
PRISCILA EVENTOS E PROMOÇÕES	(85) 3401.5216	CE	priscilaeventos@priscilaeventos.com.br	http://www.priscilaeventos.com.br
PROJETA	(31) 3287.2782	MG	projeta@projetabh.com.br	http://
PROMO BRAZIL	(11) 3811.2300	SP	promobrazil@promobrazil.com.br	http://www.promobrazil.com.br
PROMO SAPIENS	(11) 3167.0454	SP	flavio@promosapiens.com.br	http://www.promosapiens.com.br
PROMO+PLUS	(41) 3029.5757	PR	renato@promoplus.com.br	http://www.promoplus.com.br
PROMOACTION	(11) 3044.6412	SP	promoaction@promoaction.com.br	http://www.promoaction.com.br
PROMOEVENTOS	(11) 5505.3900	SP	silvana@promoeventos.com.br	http://www.promoeventos.com.br
PROMOVA IDEIAS	(41) 3333.7030	PR	promova@promovabr.com	http://www.promovabr.com
PROVISUALE	(41) 3314.3200	PR	barbara.ferrara@provisuale.com.br	http://www.provisuale.com.br
PUBLIKIMAGEM PROJETOS E MARKETING	(81) 3244.4884	PE	iki@iki.com.br	http://www.iki.com.br
R2TURA	(11) 5096.0212	SP	r2tura@r2tura.com.br	http://www.r2tura.com.br
RB2 EVENTOS	(11) 5056.9000	SP	rb2@rb2eventos.com.br	http://www.rb2eventos.com.br
RBARROS	(31) 3303.4500	MG	rbarros@rbarros.com.br	http://www.rbarros.com.br
RD  EVENTOS	(71) 2102.6600	BA	rdeventos@rdeventos.com.br	http://www.rdeventos.com.br
REALIZA EVENTOS PROMOÇÕES	(11) 3168.1818	SP	realiza@realizaeventos.com.br	http://www.realizaeventos.com.br
RED EVENTOS	(19) 3867.7001	SP	agenda@redeventos.com.br	http://www.redeventos.com.br
REED EXHIBITIONS ALCANTARA MACHADO	(11) 3060.5000	SP	info@reedalcantara.com.br	http://www.reedalcantara.com.br
REGIONAL PROMO	(81) 3363.8300	PE	carlos.raduan@hotmail.com	http://www.regionalpromo.com.br
RENASE TUR	(11) 3045.0053	SP	sergio@renase.com.br	http://www.renase.com.br
REPÚBLICA	(21) 3259.4000	RJ	sergio@renase.com.br	http://www.republica.ag
RG7 COMUNICAÇÃO	(11) 3816.5444	SP	atendimento@rgsete.com.br	http://www.rgsete.com.br
RH AGÊNCIA DE EVENTOS	(11) 2157.2132	SP	rh@rhagenciadeeventos.com.br	http://www.rhagenciadeeventos.com.br
RH PROMO	(11) 2763.6950	SP	secretaria@rhpromo.com.br	http://www.rhpromo.com.br
RIO 360 COMUNICAÇÃO	(21) 3223.0360	RJ	rafaella.silva@rio360com.com.br	http://www.rio360com.com.br
RONDA PROPAGANDA	(11) 3875.4748	SP	atendimento@rondapropaganda.com.br	http://www.rondapropaganda.com.br
ROSSANE COMUNICAÇÃO E CULTURA	(77) 3421.4881	BA	atendimentorossane@gmail.com	http://
ROSSI E ZORZANELLO	(54) 3286.2681	RS	imprensa@martaesilvia.com.br	http://www.martaesilvia.com.br
RP MÍDIA	(11) 3884.3336	SP	rpmidia@rpmidia.com.br	http://www.rpmidia.com.br
S K EVENTOS	(11) 3061.9342	SP	sarakalili@teenfashion.com.br	http://www.teenfashion.com.br
SAMBA MARKETING AO VIVO	(11) 2163.0299	SP	clube@holdingclube.com.br	http://www.holdingclube.com.br
SANDRA RIGO PROMOTORA DE EVENTOS	(54) 3028.9920	RS	sandrar.eventos@terra.com.br	http://www.sandrarigo.com.br
SANTA PROMO LIVE MARKETING	(48) 3024.2500	SC	ricardo.pavao@santapromo.com.br	http://www.santapromo.com.br
SCANDI PROMOÇÃO E COMUNICAÇÃO	(51) 3337.2908	RS	atendimento@scandionline.com.br	http://www.scandi.com.br
SCRIPT EVENTOS E TURISMO	(62) 3095.1344	GO	script@scripteventos.net	http://www.scripteventos.net
SD COMUNICAÇÃO	(11) 5090.4151	SP	sonia.souza@sdcom.com.br	http://www.sdcom.com.br
SENHORA DOS EVENTOS	(11)  2538.7633	SP	janedrigo@sradoseventos.com.br	http://www.sradoseventos.com.br
SERVICE	(11) 2958.1005	SP	ricardo.pelin@gmail.com	http://
SETA PROPAGANDA	(66) 3531.1444	MT	roma3336@hotmail.com	http://
SEVEN ENTRETENIMENTO	(41) 3123.7000	PR	contato@entreseven.com.br	http://www.entreseven.com.br
SH EVENTOS	(11) 3814.9470	SP	sh@sheventos.com.br	http://www.sheventos.com.br
SIMPLE COMUNICAÇÃO	(11) 3298.9450	SP	contato@simple.com.br	http://www.simple.com.br
SISTEMAS VIRTUAIS COMUNICAÇÃO DIGITAL	(31) 3243.9517	MG	contato@sistemasvirtuais.net	http://www.sistemasvirtuais.net
SOB MEDIDA COMUNICAÇÃO	(11) 3812.0028	SP	sobmedida@sobmedida.com.br	http://
SONY MUSIC DAY 1	(21) 2128.0668	RJ	contato@day1e.com.br	http://www.day1e.com.br
SPTURIS	(11) 2226.0400	SP	presidencia@spturis.com	http://www.spturis.com
STAP	(11) 5908.0404	SP	karol@stap.com.br	http://www.stap.com.br
STYL LINE	(11) 3796.6368	SP	stylline@stylline.com.br	http://www.stylline.com.br
SUPER NOVA	(11) 3873.3534	SP	glaucy@supernovaonline.com.br	http://www.supernovaonline.com.br
SUSSA MGT	(11) 7863.1986	SP	marcosck@sussamgt.com	http://www.sussamgt.com
SYMBIA	(11) 3065.3144	SP	renato.abe@symbia.com.br	http://www.symbia.com.br
TAG LINE	(11) 3082.3112	SP	atendimento@taglineconsultoria.com.br	http://www.taglineconsultoria.com.br
TANGRAN COMUNICAÇÃO	(11) 3874.9690	SP	atendimento@taglineconsultoria.com.br	http://www.tangran.ag
TEATRO GT	(19) 3515.7190	SP	gt@teatrogt.com.br	http://www.teatrogt.com.br
TECNITUR	(31) 2103.8700	MG	tecnitur@tecnitur.com.br	http://www.tecnitur.com.br
TEM MARKETING	(19) 3201.4300	SP	comercial@tempromo.com.br	http://www.tempromo.com.br
TEMPO DIGITAL	(11) 3051.3367	SP	contato@tdigital.com.br	http://www.tdigital.com.br
TEN- TREVISAN EVENT NETWORK	(11) 2539.0467	SP	trevisan@trevisanpublicidade.com.br	http://www.trevisanpublicidade.com.br
THE KEY	(11) 5103.5600	SP	joao.cpsantos@thekey.com.br	http://www.thekey.com.br
THREE MARKETING PROMOCIONAL	(11) 5542.2088	SP	three@three.com.br	http://www.three.com.br
TIÉ INCENTIVOS	(11) 3061.0841	SP	tieeventos@terra.com.br	http://www.tieeventos.com.br
TIME FOR FUN	(11) 3576.1200	SP	comercial@t4f.com.br	http://www.t4f.com.br
TKS	(11) 5563.1954	SP	atendimento@tarkus.com.br	http://www.agenciatarkus.com.br
TOLEDO COMUNICAÇÃO	(48) 3333.7607	SC	susana@toledocom.com.br	http://www.toledocom.com.br
TOP TARGET	(21) 3153.7580	RJ	toptarget@toptarget.com.br	http://www.toptarget.com.br
TOTAL 7	(11) 2368.9000	SP	contato@total7.art.br	http://www.total7.art.br
TOTAL ON DEMAND (TOD)	(11) 4133.3900	SP	osilva@fisheramerica.com.br	http://www.totalondemand.com.br
TRAÇÃO PROMO	(11) 4328.8272	SP	tracaosp@tracao.com.br	http://www.tracao.com.br
TRAVEL IDEA	(11) 3721.8018	SP	gisele@travelidea.com.br	http://ww.travelidea.com.br
TRIO ELÉTRICO GLADIADOR	(11) 2280.4680	SP	trioeletricogladiador@gmail.com	http://www.trioeletricogladiador.com.br
TROUP COMUNICAÇÃO	(24) 3346.9461	RJ	clarisse@troup.com.br	http://www.troup.com.br
TV1 EXPERIENCE	(11) 3677.0800	SP	carla@tv1experience.com.br	http://www.tv1experience.com.br
UM ENTRETENIMENTO	(11) 2847.4638	SP	oseiasbrandao@umexpocrista.com	http://www.expocrista.com.br
UNI3 PROMO	(71) 3245.6868	BA	comercial@uni3.com.br	http://www.uni3.com.br
UNIQUE COMUNICAÇÃO E EVENTOS	(31) 3653.0633	MG	unique@uniquecomunicacao.com.br	http://www.uniquecomunicacao.com.br
UNITPRESS COMUNICAÇÃO E MARKETING	(11) 4122.1467	SP	caetano@unitpress.com.br	http://www.unitpress.com.br
UP TIME COMUNICAÇÃO	(51) 3337.0707	RS	uptime@uptimecom.com.br	http://www.uptimecom.com.br
VC EVENTOS	(85) 3433.8464	CE	vceventos@vceventos.com.br	http://www.vceventos.com.br
VERSA COMUNICAÇÃO	(11) 3872.6091	SP	contato@versanet.com.br	http://www.versanet.com.br
VIA PRESS COMUNICAÇÃO	(71) 3505.0000	BA	elaine@viapress.com.br	http://www.viapress.com.br
VISARE COMUNICAÇÃO	(49) 3522.1553	SC	administrativo@visare.com.br	http://www.visare.com.br
VITAMINA BRENDEND ENTRETERMIN	(11) 4134.0880	SP	karina.aono@agenciavitamina.com	http://www.agenciavitamina.com
VIVER PROMO	(41) 8710.8926	PR	guilherme@ceciapromo.com.br	http://www.viverpromo.com.br
VK COMUNICAÇÃO	(11) 5539.3548	SP	paulobaldan@vkcomunicacao.com.br	http://www.vkcomunicacao.com.br
VM COMUNICAÇÕES	(11) 2168.3400	SP	eventos.william@vmcom.com.br	http://www.vmcom.com.br
WCR TRADE MARKETING	(11) 3675.0487	SP	atendimento@wcrpromo.com.br	http://www.wcrpromo.com.br
WE'5	(41) 4062.1881	PR	paulo@we5sp.com.br	http://www.we5.com.br
WEDO	(21) 2529.4700	RJ	arlete@wedo.com.br	http://www.wedo.com.br
WEDO - IDEIAS QUE ACONTECEM!	(11) 5102.3063	SP	magalhaes@wedo.com.br	http://www.wedo.com.br
WENTER EVENTOS	(11) 5181.2905	SP	contato@wenter.com.br	http://www.wenter.com.br
WISH INTERNATIONAL EVENT MANAGEMENT	(11) 3443.7308	SP	wish@wisheventos.com.br	http://www.wisheventos.com.br
WONDERFUL	(11) 2176.5066	SP	contato@bewonderful.com.br	http://www.bewonderful.com.br
WORKSHOP COMUNICAÇÃO	(11) 2084.0148	SP	workshop@workshopcom.com.br	http://www.workshopcom.com.br
X3M SPORTS BUSINESS	(21) 3813.4572	RJ	atendimento@x3mbrasil.com	http://www.x3mbrasil.com
XYZ LIVE	(11) 3144.9999	SP	karla.monari@xyzlive.com.br	http://www.xyz.com.br
YES PROMOÇÕES	(11) 3293.1520	SP	marcos.alisson@yespromocoes.com.br	http://www.yespromocoes.com.br
ZICARD VIEIRA	(11) 3049.4700	SP	grupozicard@zicard.com.br	http://www.zicard.com.br
ZUM BRAZIL	(71) 3341.7870	BA	zumbrazil@zumbrazil.com.br	http://www.zumbrazil.com.br
